algorithm,parallel,delta,graph_size,graph_density,n_threads,time,n_repeat
ParallelDeltaStepping,1,4,500,0.3,24,1.201,0
ParallelDeltaStepping,1,6,500,0.3,24,1.457,0
ParallelDeltaStepping,1,8,500,0.3,24,1.714,0
ParallelDeltaStepping,1,1,500,0.3,25,0.611,0
ParallelDeltaStepping,1,2,500,0.3,25,0.823,0
ParallelDeltaStepping,1,4,500,0.3,25,1.215,0
ParallelDeltaStepping,1,6,500,0.3,25,1.473,0
ParallelDeltaStepping,1,8,500,0.3,25,1.678,0
DeltaStepping,0,1,500,0.5,1,3.936,0
DeltaStepping,0,2,500,0.5,1,5.944,0
DeltaStepping,0,4,500,0.5,1,8.638,0
DeltaStepping,0,6,500,0.5,1,9.37,0
DeltaStepping,0,8,500,0.5,1,8.791,0
DijkstraSequential,0,-1,500,0.5,1,1.252,0
ParallelDeltaStepping,1,1,500,0.5,2,0.945,0
ParallelDeltaStepping,1,2,500,0.5,2,1.392,0
ParallelDeltaStepping,1,4,500,0.5,2,1.924,0
ParallelDeltaStepping,1,6,500,0.5,2,2.226,0
ParallelDeltaStepping,1,8,500,0.5,2,2.316,0
ParallelDeltaStepping,1,1,500,0.5,4,0.96,0
ParallelDeltaStepping,1,2,500,0.5,4,1.378,0
ParallelDeltaStepping,1,4,500,0.5,4,1.891,0
ParallelDeltaStepping,1,6,500,0.5,4,2.1,0
ParallelDeltaStepping,1,8,500,0.5,4,2.316,0
ParallelDeltaStepping,1,1,500,0.5,8,0.958,0
ParallelDeltaStepping,1,2,500,0.5,8,1.369,0
ParallelDeltaStepping,1,4,500,0.5,8,1.901,0
ParallelDeltaStepping,1,6,500,0.5,8,2.102,0
ParallelDeltaStepping,1,8,500,0.5,8,2.402,0
ParallelDeltaStepping,1,1,500,0.5,12,0.978,0
ParallelDeltaStepping,1,2,500,0.5,12,1.358,0
ParallelDeltaStepping,1,4,500,0.5,12,1.921,0
ParallelDeltaStepping,1,6,500,0.5,12,2.068,0
ParallelDeltaStepping,1,8,500,0.5,12,2.388,0
ParallelDeltaStepping,1,1,500,0.5,16,0.955,0
ParallelDeltaStepping,1,2,500,0.5,16,1.374,0
ParallelDeltaStepping,1,4,500,0.5,16,1.896,0
ParallelDeltaStepping,1,6,500,0.5,16,2.218,0
ParallelDeltaStepping,1,8,500,0.5,16,2.313,0
ParallelDeltaStepping,1,1,500,0.5,20,0.951,0
ParallelDeltaStepping,1,2,500,0.5,20,1.363,0
ParallelDeltaStepping,1,4,500,0.5,20,1.918,0
ParallelDeltaStepping,1,6,500,0.5,20,2.176,0
ParallelDeltaStepping,1,8,500,0.5,20,2.414,0
ParallelDeltaStepping,1,1,500,0.5,24,0.966,0
ParallelDeltaStepping,1,2,500,0.5,24,1.486,0
ParallelDeltaStepping,1,4,500,0.5,24,1.895,0
ParallelDeltaStepping,1,6,500,0.5,24,2.141,0
ParallelDeltaStepping,1,8,500,0.5,24,2.351,0
ParallelDeltaStepping,1,1,500,0.5,25,0.923,0
ParallelDeltaStepping,1,2,500,0.5,25,1.351,0
ParallelDeltaStepping,1,4,500,0.5,25,1.896,0
ParallelDeltaStepping,1,6,500,0.5,25,2.052,0
ParallelDeltaStepping,1,8,500,0.5,25,2.251,0
DeltaStepping,0,1,500,0.7,1,5.746,0
DeltaStepping,0,2,500,0.7,1,8.123,0
DeltaStepping,0,4,500,0.7,1,9.841,0
DeltaStepping,0,6,500,0.7,1,10.184,0
DeltaStepping,0,8,500,0.7,1,9.978,0
DijkstraSequential,0,-1,500,0.7,1,1.638,0
ParallelDeltaStepping,1,1,500,0.7,2,1.234,0
ParallelDeltaStepping,1,2,500,0.7,2,1.705,0
ParallelDeltaStepping,1,4,500,0.7,2,2.169,0
ParallelDeltaStepping,1,6,500,0.7,2,2.592,0
ParallelDeltaStepping,1,8,500,0.7,2,2.716,0
ParallelDeltaStepping,1,1,500,0.7,4,1.209,0
ParallelDeltaStepping,1,2,500,0.7,4,1.733,0
ParallelDeltaStepping,1,4,500,0.7,4,2.184,0
ParallelDeltaStepping,1,6,500,0.7,4,2.506,0
ParallelDeltaStepping,1,8,500,0.7,4,2.676,0
ParallelDeltaStepping,1,1,500,0.7,8,1.208,0
ParallelDeltaStepping,1,2,500,0.7,8,1.693,0
ParallelDeltaStepping,1,4,500,0.7,8,2.169,0
ParallelDeltaStepping,1,6,500,0.7,8,2.508,0
ParallelDeltaStepping,1,8,500,0.7,8,2.622,0
ParallelDeltaStepping,1,1,500,0.7,12,1.21,0
ParallelDeltaStepping,1,2,500,0.7,12,1.704,0
ParallelDeltaStepping,1,4,500,0.7,12,2.175,0
ParallelDeltaStepping,1,6,500,0.7,12,2.563,0
ParallelDeltaStepping,1,8,500,0.7,12,2.694,0
ParallelDeltaStepping,1,1,500,0.7,16,1.219,0
ParallelDeltaStepping,1,2,500,0.7,16,1.714,0
ParallelDeltaStepping,1,4,500,0.7,16,2.228,0
ParallelDeltaStepping,1,6,500,0.7,16,2.527,0
ParallelDeltaStepping,1,8,500,0.7,16,2.693,0
ParallelDeltaStepping,1,1,500,0.7,20,1.207,0
ParallelDeltaStepping,1,2,500,0.7,20,1.716,0
ParallelDeltaStepping,1,4,500,0.7,20,2.186,0
ParallelDeltaStepping,1,6,500,0.7,20,2.521,0
ParallelDeltaStepping,1,8,500,0.7,20,2.685,0
ParallelDeltaStepping,1,1,500,0.7,24,1.218,0
ParallelDeltaStepping,1,2,500,0.7,24,1.722,0
ParallelDeltaStepping,1,4,500,0.7,24,2.224,0
ParallelDeltaStepping,1,6,500,0.7,24,2.51,0
ParallelDeltaStepping,1,8,500,0.7,24,2.653,0
ParallelDeltaStepping,1,1,500,0.7,25,1.212,0
ParallelDeltaStepping,1,2,500,0.7,25,1.74,0
ParallelDeltaStepping,1,4,500,0.7,25,2.23,0
ParallelDeltaStepping,1,6,500,0.7,25,2.52,0
ParallelDeltaStepping,1,8,500,0.7,25,2.634,0
DeltaStepping,0,1,500,0.3,1,2.064,1
DeltaStepping,0,2,500,0.3,1,2.68,1
DeltaStepping,0,4,500,0.3,1,4.697,1
DeltaStepping,0,6,500,0.3,1,5.572,1
DeltaStepping,0,8,500,0.3,1,16.235,1
DijkstraSequential,0,-1,500,0.3,1,3.071,1
ParallelDeltaStepping,1,1,500,0.3,2,1.644,1
ParallelDeltaStepping,1,2,500,0.3,2,1.86,1
ParallelDeltaStepping,1,4,500,0.3,2,2.155,1
ParallelDeltaStepping,1,6,500,0.3,2,1.937,1
ParallelDeltaStepping,1,8,500,0.3,2,1.936,1
ParallelDeltaStepping,1,1,500,0.3,4,0.713,1
ParallelDeltaStepping,1,2,500,0.3,4,1.026,1
ParallelDeltaStepping,1,4,500,0.3,4,1.541,1
ParallelDeltaStepping,1,6,500,0.3,4,1.808,1
ParallelDeltaStepping,1,8,500,0.3,4,1.979,1
ParallelDeltaStepping,1,1,500,0.3,8,0.717,1
ParallelDeltaStepping,1,2,500,0.3,8,1.02,1
ParallelDeltaStepping,1,4,500,0.3,8,1.523,1
ParallelDeltaStepping,1,6,500,0.3,8,1.803,1
ParallelDeltaStepping,1,8,500,0.3,8,1.921,1
ParallelDeltaStepping,1,1,500,0.3,12,0.719,1
ParallelDeltaStepping,1,2,500,0.3,12,1.021,1
ParallelDeltaStepping,1,4,500,0.3,12,1.546,1
ParallelDeltaStepping,1,6,500,0.3,12,1.832,1
ParallelDeltaStepping,1,8,500,0.3,12,1.938,1
ParallelDeltaStepping,1,1,500,0.3,16,0.721,1
ParallelDeltaStepping,1,2,500,0.3,16,1.042,1
ParallelDeltaStepping,1,4,500,0.3,16,1.532,1
ParallelDeltaStepping,1,6,500,0.3,16,1.799,1
ParallelDeltaStepping,1,8,500,0.3,16,1.948,1
ParallelDeltaStepping,1,1,500,0.3,20,0.726,1
ParallelDeltaStepping,1,2,500,0.3,20,1.036,1
ParallelDeltaStepping,1,4,500,0.3,20,1.535,1
ParallelDeltaStepping,1,6,500,0.3,20,1.811,1
ParallelDeltaStepping,1,8,500,0.3,20,1.959,1
ParallelDeltaStepping,1,1,500,0.3,24,0.733,1
ParallelDeltaStepping,1,2,500,0.3,24,1.024,1
ParallelDeltaStepping,1,4,500,0.3,24,1.563,1
ParallelDeltaStepping,1,6,500,0.3,24,1.825,1
ParallelDeltaStepping,1,8,500,0.3,24,1.911,1
ParallelDeltaStepping,1,1,500,0.3,25,0.733,1
ParallelDeltaStepping,1,2,500,0.3,25,1.031,1
ParallelDeltaStepping,1,4,500,0.3,25,1.526,1
ParallelDeltaStepping,1,6,500,0.3,25,1.795,1
ParallelDeltaStepping,1,8,500,0.3,25,1.95,1
DeltaStepping,0,1,500,0.5,1,3.977,1
DeltaStepping,0,2,500,0.5,1,6.374,1
DeltaStepping,0,4,500,0.5,1,9.974,1
DeltaStepping,0,6,500,0.5,1,10.315,1
DeltaStepping,0,8,500,0.5,1,11.156,1
DijkstraSequential,0,-1,500,0.5,1,1.591,1
ParallelDeltaStepping,1,1,500,0.5,2,1.145,1
ParallelDeltaStepping,1,2,500,0.5,2,1.588,1
ParallelDeltaStepping,1,4,500,0.5,2,2.302,1
ParallelDeltaStepping,1,6,500,0.5,2,2.672,1
ParallelDeltaStepping,1,8,500,0.5,2,2.942,1
ParallelDeltaStepping,1,1,500,0.5,4,1.145,1
ParallelDeltaStepping,1,2,500,0.5,4,1.581,1
ParallelDeltaStepping,1,4,500,0.5,4,2.277,1
ParallelDeltaStepping,1,6,500,0.5,4,2.636,1
ParallelDeltaStepping,1,8,500,0.5,4,2.914,1
ParallelDeltaStepping,1,1,500,0.5,8,1.17,1
ParallelDeltaStepping,1,2,500,0.5,8,1.576,1
ParallelDeltaStepping,1,4,500,0.5,8,2.28,1
ParallelDeltaStepping,1,6,500,0.5,8,2.622,1
ParallelDeltaStepping,1,8,500,0.5,8,2.988,1
ParallelDeltaStepping,1,1,500,0.5,12,1.157,1
ParallelDeltaStepping,1,2,500,0.5,12,1.577,1
ParallelDeltaStepping,1,4,500,0.5,12,2.289,1
ParallelDeltaStepping,1,6,500,0.5,12,2.604,1
ParallelDeltaStepping,1,8,500,0.5,12,2.921,1
ParallelDeltaStepping,1,1,500,0.5,16,1.153,1
ParallelDeltaStepping,1,2,500,0.5,16,1.582,1
ParallelDeltaStepping,1,4,500,0.5,16,2.296,1
ParallelDeltaStepping,1,6,500,0.5,16,2.665,1
ParallelDeltaStepping,1,8,500,0.5,16,2.949,1
ParallelDeltaStepping,1,1,500,0.5,20,1.156,1
ParallelDeltaStepping,1,2,500,0.5,20,1.592,1
ParallelDeltaStepping,1,4,500,0.5,20,2.287,1
ParallelDeltaStepping,1,6,500,0.5,20,2.608,1
ParallelDeltaStepping,1,8,500,0.5,20,2.938,1
ParallelDeltaStepping,1,1,500,0.5,24,1.157,1
ParallelDeltaStepping,1,2,500,0.5,24,1.583,1
ParallelDeltaStepping,1,4,500,0.5,24,2.298,1
ParallelDeltaStepping,1,6,500,0.5,24,2.624,1
ParallelDeltaStepping,1,8,500,0.5,24,2.958,1
ParallelDeltaStepping,1,1,500,0.5,25,1.147,1
ParallelDeltaStepping,1,2,500,0.5,25,1.589,1
ParallelDeltaStepping,1,4,500,0.5,25,2.286,1
ParallelDeltaStepping,1,6,500,0.5,25,2.615,1
ParallelDeltaStepping,1,8,500,0.5,25,2.917,1
DeltaStepping,0,1,500,0.7,1,5.657,1
DeltaStepping,0,2,500,0.7,1,8.315,1
DeltaStepping,0,4,500,0.7,1,10.653,1
DeltaStepping,0,6,500,0.7,1,11.822,1
DeltaStepping,0,8,500,0.7,1,12.421,1
DijkstraSequential,0,-1,500,0.7,1,2.123,1
ParallelDeltaStepping,1,1,500,0.7,2,1.522,1
ParallelDeltaStepping,1,2,500,0.7,2,1.996,1
ParallelDeltaStepping,1,4,500,0.7,2,2.772,1
ParallelDeltaStepping,1,6,500,0.7,2,3.175,1
ParallelDeltaStepping,1,8,500,0.7,2,3.317,1
ParallelDeltaStepping,1,1,500,0.7,4,1.509,1
ParallelDeltaStepping,1,2,500,0.7,4,1.983,1
ParallelDeltaStepping,1,4,500,0.7,4,2.764,1
ParallelDeltaStepping,1,6,500,0.7,4,3.095,1
ParallelDeltaStepping,1,8,500,0.7,4,3.315,1
ParallelDeltaStepping,1,1,500,0.7,8,1.496,1
ParallelDeltaStepping,1,2,500,0.7,8,2.018,1
ParallelDeltaStepping,1,4,500,0.7,8,2.726,1
ParallelDeltaStepping,1,6,500,0.7,8,3.149,1
ParallelDeltaStepping,1,8,500,0.7,8,3.326,1
ParallelDeltaStepping,1,1,500,0.7,12,1.554,1
ParallelDeltaStepping,1,2,500,0.7,12,1.972,1
ParallelDeltaStepping,1,4,500,0.7,12,2.804,1
ParallelDeltaStepping,1,6,500,0.7,12,3.121,1
ParallelDeltaStepping,1,8,500,0.7,12,3.293,1
ParallelDeltaStepping,1,1,500,0.7,16,1.501,1
ParallelDeltaStepping,1,2,500,0.7,16,2.024,1
ParallelDeltaStepping,1,4,500,0.7,16,2.765,1
ParallelDeltaStepping,1,6,500,0.7,16,3.126,1
ParallelDeltaStepping,1,8,500,0.7,16,3.23,1
ParallelDeltaStepping,1,1,500,0.7,20,1.558,1
ParallelDeltaStepping,1,2,500,0.7,20,1.999,1
ParallelDeltaStepping,1,4,500,0.7,20,2.76,1
ParallelDeltaStepping,1,6,500,0.7,20,3.118,1
ParallelDeltaStepping,1,8,500,0.7,20,3.257,1
ParallelDeltaStepping,1,1,500,0.7,24,1.522,1
ParallelDeltaStepping,1,2,500,0.7,24,2.046,1
ParallelDeltaStepping,1,4,500,0.7,24,2.759,1
ParallelDeltaStepping,1,6,500,0.7,24,3.128,1
ParallelDeltaStepping,1,8,500,0.7,24,3.278,1
ParallelDeltaStepping,1,1,500,0.7,25,1.515,1
ParallelDeltaStepping,1,2,500,0.7,25,2.029,1
ParallelDeltaStepping,1,4,500,0.7,25,2.717,1
ParallelDeltaStepping,1,6,500,0.7,25,3.118,1
ParallelDeltaStepping,1,8,500,0.7,25,3.249,1
DeltaStepping,0,1,500,0.3,1,2.172,2
DeltaStepping,0,2,500,0.3,1,2.066,2
DeltaStepping,0,4,500,0.3,1,3.553,2
DeltaStepping,0,6,500,0.3,1,4.871,2
DeltaStepping,0,8,500,0.3,1,5.481,2
DijkstraSequential,0,-1,500,0.3,1,1.005,2
ParallelDeltaStepping,1,1,500,0.3,2,0.766,2
ParallelDeltaStepping,1,2,500,0.3,2,0.635,2
ParallelDeltaStepping,1,4,500,0.3,2,1.087,2
ParallelDeltaStepping,1,6,500,0.3,2,1.384,2
ParallelDeltaStepping,1,8,500,0.3,2,1.588,2
ParallelDeltaStepping,1,1,500,0.3,4,0.754,2
ParallelDeltaStepping,1,2,500,0.3,4,0.634,2
ParallelDeltaStepping,1,4,500,0.3,4,1.065,2
ParallelDeltaStepping,1,6,500,0.3,4,1.406,2
ParallelDeltaStepping,1,8,500,0.3,4,1.567,2
ParallelDeltaStepping,1,1,500,0.3,8,0.755,2
ParallelDeltaStepping,1,2,500,0.3,8,0.642,2
ParallelDeltaStepping,1,4,500,0.3,8,1.077,2
ParallelDeltaStepping,1,6,500,0.3,8,1.396,2
ParallelDeltaStepping,1,8,500,0.3,8,1.58,2
ParallelDeltaStepping,1,1,500,0.3,12,0.761,2
ParallelDeltaStepping,1,2,500,0.3,12,0.638,2
ParallelDeltaStepping,1,4,500,0.3,12,1.083,2
ParallelDeltaStepping,1,6,500,0.3,12,1.413,2
ParallelDeltaStepping,1,8,500,0.3,12,1.587,2
ParallelDeltaStepping,1,1,500,0.3,16,0.757,2
ParallelDeltaStepping,1,2,500,0.3,16,0.641,2
ParallelDeltaStepping,1,4,500,0.3,16,1.076,2
ParallelDeltaStepping,1,6,500,0.3,16,1.399,2
ParallelDeltaStepping,1,8,500,0.3,16,1.585,2
ParallelDeltaStepping,1,1,500,0.3,20,0.76,2
ParallelDeltaStepping,1,2,500,0.3,20,0.652,2
ParallelDeltaStepping,1,4,500,0.3,20,1.096,2
ParallelDeltaStepping,1,6,500,0.3,20,1.409,2
ParallelDeltaStepping,1,8,500,0.3,20,1.625,2
ParallelDeltaStepping,1,1,500,0.3,24,0.767,2
ParallelDeltaStepping,1,2,500,0.3,24,0.648,2
ParallelDeltaStepping,1,4,500,0.3,24,1.085,2
ParallelDeltaStepping,1,6,500,0.3,24,1.417,2
ParallelDeltaStepping,1,8,500,0.3,24,1.607,2
ParallelDeltaStepping,1,1,500,0.3,25,0.771,2
ParallelDeltaStepping,1,2,500,0.3,25,0.647,2
ParallelDeltaStepping,1,4,500,0.3,25,1.093,2
ParallelDeltaStepping,1,6,500,0.3,25,1.41,2
ParallelDeltaStepping,1,8,500,0.3,25,1.602,2
DeltaStepping,0,1,500,0.5,1,3.292,2
DeltaStepping,0,2,500,0.5,1,5.099,2
DeltaStepping,0,4,500,0.5,1,7.225,2
DeltaStepping,0,6,500,0.5,1,8.496,2
DeltaStepping,0,8,500,0.5,1,8.977,2
DijkstraSequential,0,-1,500,0.5,1,1.445,2
ParallelDeltaStepping,1,1,500,0.5,2,0.935,2
ParallelDeltaStepping,1,2,500,0.5,2,1.397,2
ParallelDeltaStepping,1,4,500,0.5,2,1.851,2
ParallelDeltaStepping,1,6,500,0.5,2,2.169,2
ParallelDeltaStepping,1,8,500,0.5,2,2.414,2
ParallelDeltaStepping,1,1,500,0.5,4,0.94,2
ParallelDeltaStepping,1,2,500,0.5,4,1.384,2
ParallelDeltaStepping,1,4,500,0.5,4,1.876,2
ParallelDeltaStepping,1,6,500,0.5,4,2.175,2
ParallelDeltaStepping,1,8,500,0.5,4,2.411,2
ParallelDeltaStepping,1,1,500,0.5,8,0.922,2
ParallelDeltaStepping,1,2,500,0.5,8,1.352,2
ParallelDeltaStepping,1,4,500,0.5,8,1.857,2
ParallelDeltaStepping,1,6,500,0.5,8,2.171,2
ParallelDeltaStepping,1,8,500,0.5,8,2.392,2
ParallelDeltaStepping,1,1,500,0.5,12,0.928,2
ParallelDeltaStepping,1,2,500,0.5,12,1.379,2
ParallelDeltaStepping,1,4,500,0.5,12,1.909,2
ParallelDeltaStepping,1,6,500,0.5,12,2.172,2
ParallelDeltaStepping,1,8,500,0.5,12,2.383,2
ParallelDeltaStepping,1,1,500,0.5,16,0.952,2
ParallelDeltaStepping,1,2,500,0.5,16,1.366,2
ParallelDeltaStepping,1,4,500,0.5,16,1.848,2
ParallelDeltaStepping,1,6,500,0.5,16,2.171,2
ParallelDeltaStepping,1,8,500,0.5,16,2.393,2
ParallelDeltaStepping,1,1,500,0.5,20,0.935,2
ParallelDeltaStepping,1,2,500,0.5,20,1.371,2
ParallelDeltaStepping,1,4,500,0.5,20,1.877,2
ParallelDeltaStepping,1,6,500,0.5,20,2.157,2
ParallelDeltaStepping,1,8,500,0.5,20,2.422,2
ParallelDeltaStepping,1,1,500,0.5,24,0.935,2
ParallelDeltaStepping,1,2,500,0.5,24,1.387,2
ParallelDeltaStepping,1,4,500,0.5,24,1.908,2
ParallelDeltaStepping,1,6,500,0.5,24,2.178,2
ParallelDeltaStepping,1,8,500,0.5,24,2.434,2
ParallelDeltaStepping,1,1,500,0.5,25,0.936,2
ParallelDeltaStepping,1,2,500,0.5,25,1.346,2
ParallelDeltaStepping,1,4,500,0.5,25,1.889,2
ParallelDeltaStepping,1,6,500,0.5,25,2.189,2
ParallelDeltaStepping,1,8,500,0.5,25,2.445,2
DeltaStepping,0,1,500,0.7,1,4.871,2
DeltaStepping,0,2,500,0.7,1,7.097,2
DeltaStepping,0,4,500,0.7,1,9.412,2
DeltaStepping,0,6,500,0.7,1,10.269,2
DeltaStepping,0,8,500,0.7,1,11.184,2
DijkstraSequential,0,-1,500,0.7,1,1.952,2
ParallelDeltaStepping,1,1,500,0.7,2,1.264,2
ParallelDeltaStepping,1,2,500,0.7,2,1.74,2
ParallelDeltaStepping,1,4,500,0.7,2,2.251,2
ParallelDeltaStepping,1,6,500,0.7,2,2.613,2
ParallelDeltaStepping,1,8,500,0.7,2,2.794,2
ParallelDeltaStepping,1,1,500,0.7,4,1.213,2
ParallelDeltaStepping,1,2,500,0.7,4,1.704,2
ParallelDeltaStepping,1,4,500,0.7,4,2.197,2
ParallelDeltaStepping,1,6,500,0.7,4,2.585,2
ParallelDeltaStepping,1,8,500,0.7,4,2.771,2
ParallelDeltaStepping,1,1,500,0.7,8,1.207,2
ParallelDeltaStepping,1,2,500,0.7,8,1.718,2
ParallelDeltaStepping,1,4,500,0.7,8,2.244,2
ParallelDeltaStepping,1,6,500,0.7,8,2.595,2
ParallelDeltaStepping,1,8,500,0.7,8,2.828,2
ParallelDeltaStepping,1,1,500,0.7,12,1.219,2
ParallelDeltaStepping,1,2,500,0.7,12,1.722,2
ParallelDeltaStepping,1,4,500,0.7,12,2.24,2
ParallelDeltaStepping,1,6,500,0.7,12,2.593,2
ParallelDeltaStepping,1,8,500,0.7,12,2.81,2
ParallelDeltaStepping,1,1,500,0.7,16,1.22,2
ParallelDeltaStepping,1,2,500,0.7,16,1.722,2
ParallelDeltaStepping,1,4,500,0.7,16,2.209,2
ParallelDeltaStepping,1,6,500,0.7,16,2.585,2
ParallelDeltaStepping,1,8,500,0.7,16,2.75,2
ParallelDeltaStepping,1,1,500,0.7,20,1.22,2
ParallelDeltaStepping,1,2,500,0.7,20,1.729,2
ParallelDeltaStepping,1,4,500,0.7,20,2.216,2
ParallelDeltaStepping,1,6,500,0.7,20,2.597,2
ParallelDeltaStepping,1,8,500,0.7,20,2.801,2
ParallelDeltaStepping,1,1,500,0.7,24,1.241,2
ParallelDeltaStepping,1,2,500,0.7,24,1.722,2
ParallelDeltaStepping,1,4,500,0.7,24,2.222,2
ParallelDeltaStepping,1,6,500,0.7,24,2.582,2
ParallelDeltaStepping,1,8,500,0.7,24,2.799,2
ParallelDeltaStepping,1,1,500,0.7,25,1.234,2
ParallelDeltaStepping,1,2,500,0.7,25,1.743,2
ParallelDeltaStepping,1,4,500,0.7,25,2.212,2
ParallelDeltaStepping,1,6,500,0.7,25,2.578,2
ParallelDeltaStepping,1,8,500,0.7,25,2.809,2
